果てしない	0.0
閣僚	0.0
各部	0.0
主家	1.0216512475319814
孵化	0.21072103131565267
悪影響	0.0
内弟子	0.8925742052568391
出陣	0.0
助太刀	0.6931471805599453
ローカル	0.0
最強	0.0
三拍子	0.0
一任	0.0
侵食	0.0
偏執狂	0.10536051565782634
風貌	0.0
密か	0.316081546973479
送りバント	0.0
永代	0.0
対案	0.0
忙しい	0.0
国々	0.0
実生	0.6931471805599453
鼻緒	0.0
もやもや	0.8428841252626107
くるりと	0.10536051565782634
背信	0.0
粕	0.0
羽毛	0.0
とんこつ	0.0
世論	0.0
さみしい	0.0
症例	0.0
遺児	0.0
製版	0.0
男前	0.0
技師	0.0
東道	2.302585092994046
キングコング	0.5108256237659907
フレーバー	0.0
携行	0.0
家宝	0.0
市井	0.0
一年生	0.0
桜海老	1.8325814637483102
増水	0.0
食道	0.0
引き換え	0.0
建造	0.0
プラネタリウム	0.0
無策	0.0
よう	1.3388613078852587
下味	0.5268025782891317
延焼	0.0
金時	0.0
数多く	0.0
持ち駒	0.6931471805599453
体現	0.0
創造	0.0
信管	1.1157177565710488
ウエルター	0.6931471805599453
ナップ	0.0
性急	0.0
キャッチャー	0.8428841252626107
魔王	0.8925742052568391
くのいち	2.302585092994046
アングラ	0.0
知略	1.8325814637483102
足腰	0.0
丁度	0.5108256237659907
シャガ	1.2039728043259361
パスポート	0.0
観賞	0.0
恩沢	2.302585092994046
地唄	0.21072103131565267
分裂	0.0
こぢんまり	0.0
うつ	0.0
敷居	0.0
トピックス	0.0
エンタシス	2.302585092994046
船旅	0.0
水貝	1.2039728043259361
アントレ	0.44628710262841953
関節	0.0
口述	0.948244640920437
名菓	1.783374719693662
殊更	0.3566749439387324
簪	0.6931471805599453
風力	0.0
一院制	0.7375236096047844
痩躯	3.2188758248682006
波打ち際	0.5268025782891317
果たして	0.0
チラシ	0.0
代表	0.0
弾倉	3.2188758248682006
手振り	2.7488721956224653
脱力	0.316081546973479
カラマツ	0.0
オートマティズム	3.2188758248682006
私利	1.1157177565710488
下落	0.0
取り組み	0.0
